@RELATION capsense
@ATTRIBUTE min_accel_1 NUMERIC
@ATTRIBUTE min_accel_2 NUMERIC
@ATTRIBUTE min_accel_3 NUMERIC
@ATTRIBUTE max_accel_1 NUMERIC
@ATTRIBUTE max_accel_2 NUMERIC
@ATTRIBUTE max_accel_3 NUMERIC
@ATTRIBUTE mean_accel_1 NUMERIC
@ATTRIBUTE mean_accel_2 NUMERIC
@ATTRIBUTE mean_accel_3 NUMERIC
@ATTRIBUTE median_accel_1 NUMERIC
@ATTRIBUTE median_accel_2 NUMERIC
@ATTRIBUTE median_accel_3 NUMERIC
@ATTRIBUTE var_accel_1 NUMERIC
@ATTRIBUTE var_accel_2 NUMERIC
@ATTRIBUTE var_accel_3 NUMERIC
@ATTRIBUTE class {class0,class1,class2,class3,class4,class5,class6,class7,class8,class9}

@DATA
152.000000,123.000000,138.000000,158.000000,147.000000,144.000000,155.124000,135.076000,139.768000,155.000000,135.000000,140.000000,0.684624,4.710224,0.530176,class0
115.000000,88.000000,93.000000,170.000000,162.000000,146.000000,145.124000,133.824000,129.940000,154.000000,135.000000,139.000000,202.592624,257.541024,214.636400,class0
115.000000,82.000000,93.000000,170.000000,162.000000,146.000000,137.816000,114.300000,118.876000,140.000000,102.500000,118.000000,113.414144,607.322000,121.724624,class0
133.000000,69.000000,113.000000,169.000000,120.000000,144.000000,143.600000,97.408000,122.586000,142.000000,98.000000,120.000000,38.072000,58.141536,52.730604,class0
117.000000,69.000000,108.000000,169.000000,120.000000,154.000000,140.720000,97.772000,129.608000,138.000000,98.000000,131.000000,69.033600,48.384016,48.622336,class0
117.000000,81.000000,108.000000,147.000000,119.000000,154.000000,136.374000,97.546000,132.138000,137.000000,98.000000,132.000000,12.790124,11.815884,18.794956,class0
133.000000,88.000000,121.000000,150.000000,109.000000,142.000000,139.580000,99.354000,133.068000,138.000000,99.000000,133.000000,13.491600,8.128684,4.795376,class0
131.000000,88.000000,92.000000,159.000000,153.000000,165.000000,142.310000,115.216000,126.300000,141.000000,105.000000,133.000000,40.549900,348.289344,315.170000,class0
131.000000,94.000000,92.000000,159.000000,153.000000,165.000000,141.590000,134.218000,133.826000,139.000000,138.000000,148.000000,44.985900,143.766476,535.315724,class0
131.000000,129.000000,99.000000,158.000000,146.000000,158.000000,138.792000,135.924000,150.678000,138.000000,135.000000,152.000000,16.600736,12.526224,64.210316,class0
133.000000,130.000000,150.000000,144.000000,139.000000,157.000000,138.916000,133.678000,152.468000,140.000000,133.000000,152.000000,5.336944,1.866316,1.368976,class0
136.000000,132.000000,150.000000,144.000000,139.000000,154.000000,139.900000,134.426000,151.970000,140.000000,134.000000,152.000000,1.978000,1.664524,0.745100,class0
116.000000,122.000000,139.000000,175.000000,138.000000,154.000000,143.238000,132.374000,149.550000,142.000000,134.000000,151.000000,40.869356,11.922124,11.471500,class0
116.000000,105.000000,106.000000,175.000000,172.000000,160.000000,146.372000,134.960000,143.032000,146.000000,131.000000,145.000000,49.897616,240.386400,90.790976,class0
131.000000,105.000000,106.000000,175.000000,181.000000,160.000000,143.948000,150.042000,131.806000,143.000000,157.000000,130.000000,52.029296,351.464236,133.232364,class0
121.000000,143.000000,110.000000,164.000000,182.000000,137.000000,138.676000,161.212000,125.716000,139.000000,160.000000,125.000000,52.359024,79.875056,30.263344,class0
121.000000,140.000000,116.000000,172.000000,182.000000,156.000000,140.056000,156.198000,131.968000,139.000000,155.000000,130.000000,79.156864,101.414796,100.578976,class0
131.000000,123.000000,116.000000,172.000000,171.000000,156.000000,145.428000,148.162000,140.318000,146.000000,147.000000,141.000000,53.800816,48.267756,75.460876,class0
50.000000,110.000000,95.000000,251.000000,192.000000,156.000000,142.606000,141.602000,144.664000,144.000000,146.000000,144.000000,671.050764,180.935596,104.399104,class0
23.000000,94.000000,88.000000,251.000000,236.000000,178.000000,137.520000,149.850000,136.478000,131.000000,149.000000,140.000000,1884.849600,654.635500,398.633516,class0
23.000000,94.000000,88.000000,239.000000,236.000000,178.000000,139.340000,155.404000,134.262000,142.000000,154.000000,138.000000,1262.912400,421.604784,287.101356,class0
126.000000,117.000000,126.000000,156.000000,161.000000,158.000000,143.906000,144.730000,142.756000,143.000000,144.000000,144.000000,44.625164,59.193100,44.676464,class1
123.000000,117.000000,135.000000,156.000000,155.000000,158.000000,139.310000,144.690000,145.398000,138.000000,145.000000,145.000000,81.361900,56.565900,31.543596,class1
120.000000,126.000000,120.000000,150.000000,173.000000,156.000000,134.368000,154.906000,137.570000,135.000000,153.000000,141.000000,29.736576,91.213164,120.097100,class1
120.000000,150.000000,116.000000,143.000000,173.000000,142.000000,136.170000,162.324000,126.562000,136.000000,163.000000,125.500000,14.025100,36.847024,39.414156,class1
116.000000,152.000000,110.000000,152.000000,181.000000,142.000000,136.506000,163.528000,125.224000,137.000000,163.500000,125.000000,37.233964,42.901216,44.485824,class1
116.000000,100.000000,110.000000,159.000000,181.000000,164.000000,138.034000,149.674000,137.704000,138.000000,156.000000,138.000000,60.740844,323.075724,201.716384,class1
144.000000,129.000000,150.000000,145.000000,130.000000,151.000000,144.790000,129.976000,150.834000,145.000000,130.000000,151.000000,0.165900,0.023424,0.138444,class2
142.000000,129.000000,150.000000,146.000000,130.000000,151.000000,144.978000,129.978000,150.390000,145.000000,130.000000,150.000000,0.297516,0.021516,0.237900,class2
142.000000,129.000000,150.000000,146.000000,130.000000,151.000000,145.438000,129.978000,150.056000,146.000000,130.000000,150.000000,0.518156,0.021516,0.052864,class2
144.000000,130.000000,150.000000,146.000000,130.000000,151.000000,145.524000,130.000000,150.038000,146.000000,130.000000,150.000000,0.353424,0.000000,0.036556,class2
144.000000,130.000000,150.000000,146.000000,130.000000,151.000000,145.112000,130.000000,150.066000,145.000000,130.000000,150.000000,0.259456,0.000000,0.061644,class2
141.000000,122.000000,135.000000,164.000000,134.000000,152.000000,145.858000,129.800000,149.604000,145.000000,130.000000,150.000000,9.677836,1.568000,6.587184,class2
